Member,Name,PartyState,bioguide,LastName,FirstName,Party,State,State_Abbrev
"Donohue, Harold D. (Democratic - Massachusetts)","Donohue, Harold D.",Democratic - Massachusetts,D000419,Donohue, Harold D.,Democratic,Massachusetts,MA
"Donovan, Daniel M., Jr. (Republican - New York)","Donovan, Daniel M., Jr.",Republican - New York,D000625,Donovan," Daniel M., Jr.",Republican,New York,NY
"Dooley, Calvin M. (Democratic - California)","Dooley, Calvin M.",Democratic - California,D000424,Dooley, Calvin M.,Democratic,California,CA
"Doolittle, John T. (Republican - California)","Doolittle, John T.",Republican - California,D000429,Doolittle, John T.,Republican,California,CA
"Dorgan, Byron L. (Democratic - North Dakota)","Dorgan, Byron L.",Democratic - North Dakota,D000432,Dorgan, Byron L.,Democratic,North Dakota,ND
"Dorn, William Jennings Bryan (Democratic - South Carolina)","Dorn, William Jennings Bryan",Democratic - South Carolina,D000434,Dorn, William Jennings Bryan,Democratic,South Carolina,SC
"Dornan, Robert K. (Republican - California)","Dornan, Robert K.",Republican - California,D000435,Dornan, Robert K.,Republican,California,CA
"Dougherty, Charles F. (Republican - Pennsylvania)","Dougherty, Charles F.",Republican - Pennsylvania,D000446,Dougherty, Charles F.,Republican,Pennsylvania,PA
"Douglas, Chuck (Republican - New Hampshire)","Douglas, Chuck",Republican - New Hampshire,D000451,Douglas, Chuck,Republican,New Hampshire,NH
"Dowdy, Wayne (Democratic - Mississippi)","Dowdy, Wayne",Democratic - Mississippi,D000466,Dowdy, Wayne,Democratic,Mississippi,MS
"Downey, Thomas J. (Democratic - New York)","Downey, Thomas J.",Democratic - New York,D000471,Downey, Thomas J.,Democratic,New York,NY
"Downing, Thomas N. (Democratic - Virginia)","Downing, Thomas N.",Democratic - Virginia,D000474,Downing, Thomas N.,Democratic,Virginia,VA
"Doyle, Michael F. (Democratic - Pennsylvania)","Doyle, Michael F.",Democratic - Pennsylvania,D000482,Doyle, Michael F.,Democratic,Pennsylvania,PA
"Drake, Thelma D. (Republican - Virginia)","Drake, Thelma D.",Republican - Virginia,D000605,Drake, Thelma D.,Republican,Virginia,VA
"Dreier, David (Republican - California)","Dreier, David",Republican - California,D000492,Dreier, David,Republican,California,CA
"Driehaus, Steve (Democratic - Ohio)","Driehaus, Steve",Democratic - Ohio,D000609,Driehaus, Steve,Democratic,Ohio,OH
"Drinan, Robert F. (Democratic - Massachusetts)","Drinan, Robert F.",Democratic - Massachusetts,D000499,Drinan, Robert F.,Democratic,Massachusetts,MA
"du Pont, Pierre S., IV (Republican - Delaware)","du Pont, Pierre S., IV",Republican - Delaware,D000558,du Pont," Pierre S., IV",Republican,Delaware,DE
"Duckworth, Tammy (Democratic - Illinois)","Duckworth, Tammy",Democratic - Illinois,D000622,Duckworth, Tammy,Democratic,Illinois,IL
"Duffy, Sean P. (Republican - Wisconsin)","Duffy, Sean P.",Republican - Wisconsin,D000614,Duffy, Sean P.,Republican,Wisconsin,WI
"Dulski, Thaddeus J. (Democratic - New York)","Dulski, Thaddeus J.",Democratic - New York,D000523,Dulski, Thaddeus J.,Democratic,New York,NY
"Duncan, Jeff (Republican - South Carolina)","Duncan, Jeff",Republican - South Carolina,D000615,Duncan, Jeff,Republican,South Carolina,SC
"Duncan, John J. (Republican - Tennessee)","Duncan, John J.",Republican - Tennessee,D000534,Duncan, John J.,Republican,Tennessee,TN
"Duncan, John J., Jr. (Republican - Tennessee)","Duncan, John J., Jr.",Republican - Tennessee,D000533,Duncan," John J., Jr.",Republican,Tennessee,TN
"Duncan, Robert B. (Democratic - Oregon)","Duncan, Robert B.",Democratic - Oregon,D000537,Duncan, Robert B.,Democratic,Oregon,OR
"Dunn, Jennifer (Republican - Washington)","Dunn, Jennifer",Republican - Washington,D000549,Dunn, Jennifer,Republican,Washington,WA
"Dunn, Jim (Republican - Michigan)","Dunn, Jim",Republican - Michigan,D000548,Dunn, Jim,Republican,Michigan,MI
"Dunn, Neal P. (Republican - Florida)","Dunn, Neal P.",Republican - Florida,D000628,Dunn, Neal P.,Republican,Florida,FL
"Durbin, Richard J. (Democratic - Illinois)","Durbin, Richard J.",Democratic - Illinois,D000563,Durbin, Richard J.,Democratic,Illinois,IL
"Durenberger, Dave (Republican - Minnesota)","Durenberger, Dave",Republican - Minnesota,D000566,Durenberger, Dave,Republican,Minnesota,MN
"Durkin, John A. (Democratic - New Hampshire)","Durkin, John A.",Democratic - New Hampshire,D000574,Durkin, John A.,Democratic,New Hampshire,NH
"Dwyer, Bernard J. (Democratic - New Jersey)","Dwyer, Bernard J.",Democratic - New Jersey,D000586,Dwyer, Bernard J.,Democratic,New Jersey,NJ
"Dymally, Mervyn M. (Democratic - California)","Dymally, Mervyn M.",Democratic - California,D000592,Dymally, Mervyn M.,Democratic,California,CA
"Dyson, Roy (Democratic - Maryland)","Dyson, Roy",Democratic - Maryland,D000593,Dyson, Roy,Democratic,Maryland,MD
"Eagleton, Thomas F. (Democratic - Missouri)","Eagleton, Thomas F.",Democratic - Missouri,E000004,Eagleton, Thomas F.,Democratic,Missouri,MO
"Early, Joseph D. (Democratic - Massachusetts)","Early, Joseph D.",Democratic - Massachusetts,E000013,Early, Joseph D.,Democratic,Massachusetts,MA
"East, John P. (Republican - North Carolina)","East, John P.",Republican - North Carolina,E000017,East, John P.,Republican,North Carolina,NC
"Eastland, James O. (Democratic - Mississippi)","Eastland, James O.",Democratic - Mississippi,E000018,Eastland, James O.,Democratic,Mississippi,MS
"Eckart, Dennis E. (Democratic - Ohio)","Eckart, Dennis E.",Democratic - Ohio,E000031,Eckart, Dennis E.,Democratic,Ohio,OH
"Eckert, Fred J. (Republican - New York)","Eckert, Fred J.",Republican - New York,E000033,Eckert, Fred J.,Republican,New York,NY
"Eckhardt, Bob (Democratic - Texas)","Eckhardt, Bob",Democratic - Texas,E000035,Eckhardt, Bob,Democratic,Texas,TX
"Edgar, Robert W. (Democratic - Pennsylvania)","Edgar, Robert W.",Democratic - Pennsylvania,E000043,Edgar, Robert W.,Democratic,Pennsylvania,PA
"Edwards, Chet (Democratic - Texas)","Edwards, Chet",Democratic - Texas,E000063,Edwards, Chet,Democratic,Texas,TX
"Edwards, Don (Democratic - California)","Edwards, Don",Democratic - California,E000064,Edwards, Don,Democratic,California,CA
"Edwards, Donna F. (Democratic - Maryland)","Edwards, Donna F.",Democratic - Maryland,E000290,Edwards, Donna F.,Democratic,Maryland,MD
"Edwards, Jack (Republican - Alabama)","Edwards, Jack",Republican - Alabama,E000084,Edwards, Jack,Republican,Alabama,AL
"Edwards, John (Democratic - North Carolina)","Edwards, John",Democratic - North Carolina,E000286,Edwards, John,Democratic,North Carolina,NC
"Edwards, Mickey (Republican - Oklahoma)","Edwards, Mickey",Republican - Oklahoma,E000077,Edwards, Mickey,Republican,Oklahoma,OK
"Ehlers, Vernon J. (Republican - Michigan)","Ehlers, Vernon J.",Republican - Michigan,E000092,Ehlers, Vernon J.,Republican,Michigan,MI
"Ehrlich, Robert L., Jr. (Republican - Maryland)","Ehrlich, Robert L., Jr.",Republican - Maryland,E000093,Ehrlich," Robert L., Jr.",Republican,Maryland,MD
"Eilberg, Joshua (Democratic - Pennsylvania)","Eilberg, Joshua",Democratic - Pennsylvania,E000096,Eilberg, Joshua,Democratic,Pennsylvania,PA
"Ellison, Keith (Democratic - Minnesota)","Ellison, Keith",Democratic - Minnesota,E000288,Ellison, Keith,Democratic,Minnesota,MN
"Ellmers, Renee L. (Republican - North Carolina)","Ellmers, Renee L.",Republican - North Carolina,E000291,Ellmers, Renee L.,Republican,North Carolina,NC
"Ellsworth, Brad (Democratic - Indiana)","Ellsworth, Brad",Democratic - Indiana,E000289,Ellsworth, Brad,Democratic,Indiana,IN
"Emanuel, Rahm (Democratic - Illinois)","Emanuel, Rahm",Democratic - Illinois,E000287,Emanuel, Rahm,Democratic,Illinois,IL
"Emerson, Bill (Republican - Missouri)","Emerson, Bill",Republican - Missouri,E000174,Emerson, Bill,Republican,Missouri,MO
"Emerson, Jo Ann (Republican - Missouri)","Emerson, Jo Ann",Republican - Missouri,E000172,Emerson, Jo Ann,Republican,Missouri,MO
"Emery, David F. (Republican - Maine)","Emery, David F.",Republican - Maine,E000175,Emery, David F.,Republican,Maine,ME
"Emmer, Tom (Republican - Minnesota)","Emmer, Tom",Republican - Minnesota,E000294,Emmer, Tom,Republican,Minnesota,MN
"Engel, Eliot L. (Democratic - New York)","Engel, Eliot L.",Democratic - New York,E000179,Engel, Eliot L.,Democratic,New York,NY
"English, Glenn (Democratic - Oklahoma)","English, Glenn",Democratic - Oklahoma,E000184,English, Glenn,Democratic,Oklahoma,OK
"English, Karan (Democratic - Arizona)","English, Karan",Democratic - Arizona,E000186,English, Karan,Democratic,Arizona,AZ
"English, Phil (Republican - Pennsylvania)","English, Phil",Republican - Pennsylvania,E000187,English, Phil,Republican,Pennsylvania,PA
"Ensign, John (Republican - Nevada)","Ensign, John",Republican - Nevada,E000194,Ensign, John,Republican,Nevada,NV
"Enyart, William L. (Democratic - Illinois)","Enyart, William L.",Democratic - Illinois,E000292,Enyart, William L.,Democratic,Illinois,IL
"Enzi, Michael B. (Republican - Wyoming)","Enzi, Michael B.",Republican - Wyoming,E000285,Enzi, Michael B.,Republican,Wyoming,WY
"Erdahl, Arlen (Republican - Minnesota)","Erdahl, Arlen",Republican - Minnesota,E000198,Erdahl, Arlen,Republican,Minnesota,MN
"Erdreich, Ben (Democratic - Alabama)","Erdreich, Ben",Democratic - Alabama,E000201,Erdreich, Ben,Democratic,Alabama,AL
"Erlenborn, John N. (Republican - Illinois)","Erlenborn, John N.",Republican - Illinois,E000204,Erlenborn, John N.,Republican,Illinois,IL
"Ernst, Joni (Republican - Iowa)","Ernst, Joni",Republican - Iowa,E000295,Ernst, Joni,Republican,Iowa,IA
"Ertel, Allen E. (Democratic - Pennsylvania)","Ertel, Allen E.",Democratic - Pennsylvania,E000208,Ertel, Allen E.,Democratic,Pennsylvania,PA
"Ervin, Sam J., Jr. (Democratic - North Carolina)","Ervin, Sam J., Jr.",Democratic - North Carolina,E000211,Ervin," Sam J., Jr.",Democratic,North Carolina,NC
"Esch, Marvin L. (Republican - Michigan)","Esch, Marvin L.",Republican - Michigan,E000213,Esch, Marvin L.,Republican,Michigan,MI
"Eshleman, Edwin D. (Republican - Pennsylvania)","Eshleman, Edwin D.",Republican - Pennsylvania,E000214,Eshleman, Edwin D.,Republican,Pennsylvania,PA
"Eshoo, Anna G. (Democratic - California)","Eshoo, Anna G.",Democratic - California,E000215,Eshoo, Anna G.,Democratic,California,CA
"Espaillat, Adriano (Democratic - New York)","Espaillat, Adriano",Democratic - New York,E000297,Espaillat, Adriano,Democratic,New York,NY
"Espy, Mike (Democratic - Mississippi)","Espy, Mike",Democratic - Mississippi,E000218,Espy, Mike,Democratic,Mississippi,MS
"Estes, Ron (Republican - Kansas)","Estes, Ron",Republican - Kansas,E000298,Estes, Ron,Republican,Kansas,KS
"Esty, Elizabeth H. (Democratic - Connecticut)","Esty, Elizabeth H.",Democratic - Connecticut,E000293,Esty, Elizabeth H.,Democratic,Connecticut,CT
"Etheridge, Bob (Democratic - North Carolina)","Etheridge, Bob",Democratic - North Carolina,E000226,Etheridge, Bob,Democratic,North Carolina,NC
"Evans, Billy Lee (Democratic - Georgia)","Evans, Billy Lee",Democratic - Georgia,E000233,Evans, Billy Lee,Democratic,Georgia,GA
"Evans, Cooper (Republican - Iowa)","Evans, Cooper",Republican - Iowa,E000259,Evans, Cooper,Republican,Iowa,IA
"Evans, Daniel J. (Republican - Washington)","Evans, Daniel J.",Republican - Washington,E000236,Evans, Daniel J.,Republican,Washington,WA
"Evans, David W. (Democratic - Indiana)","Evans, David W.",Democratic - Indiana,E000239,Evans, David W.,Democratic,Indiana,IN
"Evans, Dwight (Democratic - Pennsylvania)","Evans, Dwight",Democratic - Pennsylvania,E000296,Evans, Dwight,Democratic,Pennsylvania,PA
"Evans, Frank E. (Democratic - Colorado)","Evans, Frank E.",Democratic - Colorado,E000240,Evans, Frank E.,Democratic,Colorado,CO
"Evans, Lane (Democratic - Illinois)","Evans, Lane",Democratic - Illinois,E000250,Evans, Lane,Democratic,Illinois,IL
"Evans, Melvin H. (Republican - Virgin Islands)","Evans, Melvin H.",Republican - Virgin Islands,E000254,Evans, Melvin H.,Republican,Virgin Islands,
"Evans, Thomas B., Jr. (Republican - Delaware)","Evans, Thomas B., Jr.",Republican - Delaware,E000258,Evans," Thomas B., Jr.",Republican,Delaware,DE
"Everett, Terry (Republican - Alabama)","Everett, Terry",Republican - Alabama,E000268,Everett, Terry,Republican,Alabama,AL
"Evins, Joe L. (Democratic - Tennessee)","Evins, Joe L.",Democratic - Tennessee,E000273,Evins, Joe L.,Democratic,Tennessee,TN
"Ewing, Thomas W. (Republican - Illinois)","Ewing, Thomas W.",Republican - Illinois,E000282,Ewing, Thomas W.,Republican,Illinois,IL
"Exon, J. James (Democratic - Nebraska)","Exon, J. James",Democratic - Nebraska,E000284,Exon, J. James,Democratic,Nebraska,NE
"Faircloth, Lauch (Republican - North Carolina)","Faircloth, Lauch",Republican - North Carolina,F000437,Faircloth, Lauch,Republican,North Carolina,NC
"Faleomavaega, Eni F. H. (Democratic - American Samoa)","Faleomavaega, Eni F. H.",Democratic - American Samoa,F000010,Faleomavaega, Eni F. H.,Democratic,American Samoa,
"Fallin, Mary (Republican - Oklahoma)","Fallin, Mary",Republican - Oklahoma,F000453,Fallin, Mary,Republican,Oklahoma,OK
"Fannin, Paul J. (Republican - Arizona)","Fannin, Paul J.",Republican - Arizona,F000013,Fannin, Paul J.,Republican,Arizona,AZ
"Farenthold, Blake (Republican - Texas)","Farenthold, Blake",Republican - Texas,F000460,Farenthold, Blake,Republican,Texas,TX
"Farr, Sam (Democratic - California)","Farr, Sam",Democratic - California,F000030,Farr, Sam,Democratic,California,CA
"Fary, John G. (Democratic - Illinois)","Fary, John G.",Democratic - Illinois,F000040,Fary, John G.,Democratic,Illinois,IL
"Fascell, Dante B. (Democratic - Florida)","Fascell, Dante B.",Democratic - Florida,F000041,Fascell, Dante B.,Democratic,Florida,FL
"Faso, John J. (Republican - New York)","Faso, John J.",Republican - New York,F000464,Faso, John J.,Republican,New York,NY
"Fattah, Chaka (Democratic - Pennsylvania)","Fattah, Chaka",Democratic - Pennsylvania,F000043,Fattah, Chaka,Democratic,Pennsylvania,PA
"Fauntroy, Walter E. (Democratic - District of Columbia)","Fauntroy, Walter E.",Democratic - District of Columbia,F000046,Fauntroy, Walter E.,Democratic,District of Columbia,
"Fawell, Harris W. (Republican - Illinois)","Fawell, Harris W.",Republican - Illinois,F000049,Fawell, Harris W.,Republican,Illinois,IL
"Fazio, Vic (Democratic - California)","Fazio, Vic",Democratic - California,F000053,Fazio, Vic,Democratic,California,CA
"Feeney, Tom (Republican - Florida)","Feeney, Tom",Republican - Florida,F000447,Feeney, Tom,Republican,Florida,FL
"Feighan, Edward F. (Democratic - Ohio)","Feighan, Edward F.",Democratic - Ohio,F000059,Feighan, Edward F.,Democratic,Ohio,OH
"Feingold, Russell D. (Democratic - Wisconsin)","Feingold, Russell D.",Democratic - Wisconsin,F000061,Feingold, Russell D.,Democratic,Wisconsin,WI
"Feinstein, Dianne (Democratic - California)","Feinstein, Dianne",Democratic - California,F000062,Feinstein, Dianne,Democratic,California,CA
"Fenwick, Millicent H. (Republican - New Jersey)","Fenwick, Millicent H.",Republican - New Jersey,F000078,Fenwick, Millicent H.,Republican,New Jersey,NJ
"Ferguson, A. Drew, IV (Republican - Georgia)","Ferguson, A. Drew, IV",Republican - Georgia,F000465,Ferguson," A. Drew, IV",Republican,Georgia,GA
"Ferguson, Mike (Republican - New Jersey)","Ferguson, Mike",Republican - New Jersey,F000443,Ferguson, Mike,Republican,New Jersey,NJ
"Ferraro, Geraldine A. (Democratic - New York)","Ferraro, Geraldine A.",Democratic - New York,F000088,Ferraro, Geraldine A.,Democratic,New York,NY
"Fiedler, Bobbi (Republican - California)","Fiedler, Bobbi",Republican - California,F000102,Fiedler, Bobbi,Republican,California,CA
"Fields, Cleo (Democratic - Louisiana)","Fields, Cleo",Democratic - Louisiana,F000110,Fields, Cleo,Democratic,Louisiana,LA
"Fields, Jack (Republican - Texas)","Fields, Jack",Republican - Texas,F000111,Fields, Jack,Republican,Texas,TX
"Filner, Bob (Democratic - California)","Filner, Bob",Democratic - California,F000116,Filner, Bob,Democratic,California,CA
"Fincher, Stephen Lee (Republican - Tennessee)","Fincher, Stephen Lee",Republican - Tennessee,F000458,Fincher, Stephen Lee,Republican,Tennessee,TN
"Findley, Paul (Republican - Illinois)","Findley, Paul",Republican - Illinois,F000123,Findley, Paul,Republican,Illinois,IL
"Fingerhut, Eric D. (Democratic - Ohio)","Fingerhut, Eric D.",Democratic - Ohio,F000128,Fingerhut, Eric D.,Democratic,Ohio,OH
"Fischer, Deb (Republican - Nebraska)","Fischer, Deb",Republican - Nebraska,F000463,Fischer, Deb,Republican,Nebraska,NE
"Fish, Hamilton, Jr. (Republican - New York)","Fish, Hamilton, Jr.",Republican - New York,F000141,Fish," Hamilton, Jr.",Republican,New York,NY
"Fisher, Joesph L. (Democratic - Virginia)","Fisher, Joesph L.",Democratic - Virginia,F000151,Fisher, Joesph L.,Democratic,Virginia,VA
"Fisher, O. C. (Democratic - Texas)","Fisher, O. C.",Democratic - Texas,F000152,Fisher, O. C.,Democratic,Texas,TX
"Fithian, Floyd J. (Democratic - Indiana)","Fithian, Floyd J.",Democratic - Indiana,F000161,Fithian, Floyd J.,Democratic,Indiana,IN
"Fitzgerald, Peter (Republican - Illinois)","Fitzgerald, Peter",Republican - Illinois,F000442,Fitzgerald, Peter,Republican,Illinois,IL
"Fitzpatrick, Brian K. (Republican - Pennsylvania)","Fitzpatrick, Brian K.",Republican - Pennsylvania,F000466,Fitzpatrick, Brian K.,Republican,Pennsylvania,PA
"Fitzpatrick, Michael G. (Republican - Pennsylvania)","Fitzpatrick, Michael G.",Republican - Pennsylvania,F000451,Fitzpatrick, Michael G.,Republican,Pennsylvania,PA
"Flake, Floyd H. (Democratic - New York)","Flake, Floyd H.",Democratic - New York,F000184,Flake, Floyd H.,Democratic,New York,NY
"Flake, Jeff (Republican - Arizona)","Flake, Jeff",Republican - Arizona,F000444,Flake, Jeff,Republican,Arizona,AZ
"Flanagan, Michael Patrick (Republican - Illinois)","Flanagan, Michael Patrick",Republican - Illinois,F000187,Flanagan, Michael Patrick,Republican,Illinois,IL
"Fleischmann, Charles J. ""Chuck"" (Republican - Tennessee)","Fleischmann, Charles J. ""Chuck""",Republican - Tennessee,F000459,Fleischmann," Charles J. ""Chuck""",Republican,Tennessee,TN
