All,Name,Party,State,bioguide
"Faircloth, Lauch (Republican - North Carolina)","Faircloth, Lauch ",Republican , North Carolina),F000437
"Fountain, L. H. (Democratic - North Carolina)","Fountain, L. H. ",Democratic , North Carolina),F000319
"Foxx, Virginia (Republican - North Carolina)","Foxx, Virginia ",Republican , North Carolina),F000450
"Funderburk, David (Republican - North Carolina)","Funderburk, David ",Republican , North Carolina),F000426
"Gudger, V. Lamar (Democratic - North Carolina)","Gudger, V. Lamar ",Democratic , North Carolina),G000515
"Hagan, Kay R. (Democratic - North Carolina)","Hagan, Kay R. ",Democratic , North Carolina),H001049
"Hayes, Robin (Republican - North Carolina)","Hayes, Robin ",Republican , North Carolina),H001029
"Helms, Jesse (Republican - North Carolina)","Helms, Jesse ",Republican , North Carolina),H000463
"Henderson, David N. (Democratic - North Carolina)","Henderson, David N. ",Democratic , North Carolina),H000479
"Hendon, Bill (Republican - North Carolina)","Hendon, Bill ",Republican , North Carolina),H000490
"Holding, George (Republican - North Carolina)","Holding, George ",Republican , North Carolina),H001065
"Hudson, Richard (Republican - North Carolina)","Hudson, Richard ",Republican , North Carolina),H001067
"Jones, Walter B. (Democratic - North Carolina)","Jones, Walter B. ",Democratic , North Carolina),J000256
"Jones, Walter B., Jr. (Republican - North Carolina)","Jones, Walter B., Jr. ",Republican , North Carolina),J000255
"Kissell, Larry (Democratic - North Carolina)","Kissell, Larry ",Democratic , North Carolina),K000369
"Lancaster, H. Martin (Democratic - North Carolina)","Lancaster, H. Martin ",Democratic , North Carolina),L000045
"Martin, James G. (Republican - North Carolina)","Martin, James G. ",Republican , North Carolina),M000183
"McHenry, Patrick T. (Republican - North Carolina)","McHenry, Patrick T. ",Republican , North Carolina),M001156
"McIntyre, Mike (Democratic - North Carolina)","McIntyre, Mike ",Democratic , North Carolina),M000485
"McMillan, J. Alex (Republican - North Carolina)","McMillan, J. Alex ",Republican , North Carolina),M000566
"Meadows, Mark (Republican - North Carolina)","Meadows, Mark ",Republican , North Carolina),M001187
"Miller, Brad (Democratic - North Carolina)","Miller, Brad ",Democratic , North Carolina),M001154
"Mizell, Wilmer (Republican - North Carolina)","Mizell, Wilmer ",Republican , North Carolina),M000833
"Morgan, Robert B. (Democratic - North Carolina)","Morgan, Robert B. ",Democratic , North Carolina),M000956
"Myrick, Sue Wilkins (Republican - North Carolina)","Myrick, Sue Wilkins ",Republican , North Carolina),M001134
"Neal, Stephen L. (Democratic - North Carolina)","Neal, Stephen L. ",Democratic , North Carolina),N000016
"Pittenger, Robert (Republican - North Carolina)","Pittenger, Robert ",Republican , North Carolina),P000606
"Preyer, Richardson (Democratic - North Carolina)","Preyer, Richardson ",Democratic , North Carolina),P000520
"Price, David E. (Democratic - North Carolina)","Price, David E. ",Democratic , North Carolina),P000523
"Rose, Charlie (Democratic - North Carolina)","Rose, Charlie ",Democratic , North Carolina),R000436
"Rouzer, David (Republican - North Carolina)","Rouzer, David ",Republican , North Carolina),R000603
"Ruth, Earl B. (Republican - North Carolina)","Ruth, Earl B. ",Republican , North Carolina),R000545
"Sanford, Terry (Democratic - North Carolina)","Sanford, Terry ",Democratic , North Carolina),S000055
"Shuler, Heath (Democratic - North Carolina)","Shuler, Heath ",Democratic , North Carolina),S001171
"Taylor, Charles H. (Republican - North Carolina)","Taylor, Charles H. ",Republican , North Carolina),T000067
"Taylor, Roy A. (Democratic - North Carolina)","Taylor, Roy A. ",Democratic , North Carolina),T000099
"Tillis, Thom (Republican - North Carolina)","Tillis, Thom ",Republican , North Carolina),T000476
"Valentine, Tim (Democratic - North Carolina)","Valentine, Tim ",Democratic , North Carolina),V000006
"Walker, Mark (Republican - North Carolina)","Walker, Mark ",Republican , North Carolina),W000819
"Watt, Melvin L. (Democratic - North Carolina)","Watt, Melvin L. ",Democratic , North Carolina),W000207
"Whitley, Charles O., Sr. (Democratic - North Carolina)","Whitley, Charles O., Sr. ",Democratic , North Carolina),W000419
"Andrews, Mark (Republican - North Dakota)","Andrews, Mark ",Republican , North Dakota),A000208
"Berg, Rick (Republican - North Dakota)","Berg, Rick ",Republican , North Dakota),B001272
"Burdick, Joycelyn (Democratic - North Dakota)","Burdick, Joycelyn ",Democratic , North Dakota),B001076
"Burdick, Quentin N. (Democratic - North Dakota)","Burdick, Quentin N. ",Democratic , North Dakota),B001077
"Conrad, Kent (Democratic - North Dakota)","Conrad, Kent ",Democratic , North Dakota),C000705
"Cramer, Kevin (Republican - North Dakota)","Cramer, Kevin ",Republican , North Dakota),C001096
"Dorgan, Byron L. (Democratic - North Dakota)","Dorgan, Byron L. ",Democratic , North Dakota),D000432
"Heitkamp, Heidi (Democratic - North Dakota)","Heitkamp, Heidi ",Democratic , North Dakota),H001069
"Hoeven, John (Republican - North Dakota)","Hoeven, John ",Republican , North Dakota),H001061
"Pomeroy, Earl (Democratic - North Dakota)","Pomeroy, Earl ",Democratic , North Dakota),P000422
"Young, Milton R. (Republican - North Dakota)","Young, Milton R. ",Republican , North Dakota),Y000047
"Sablan, Gregorio Kilili Camacho (Democratic - Northern Mariana Islands)","Sablan, Gregorio Kilili Camacho ",Democratic , Northern Mariana Islands),S001177
"Applegate, Douglas (Democratic - Ohio)","Applegate, Douglas ",Democratic , Ohio),A000214
"Ashbrook, Jean (Republican - Ohio)","Ashbrook, Jean ",Republican , Ohio),A000220
"Ashbrook, John M. (Republican - Ohio)","Ashbrook, John M. ",Republican , Ohio),A000221
"Ashley, Thomas L. (Democratic - Ohio)","Ashley, Thomas L. ",Democratic , Ohio),A000222
"Austria, Steve (Republican - Ohio)","Austria, Steve ",Republican , Ohio),A000365
"Beatty, Joyce (Democratic - Ohio)","Beatty, Joyce ",Democratic , Ohio),B001281
"Boccieri, John A. (Democratic - Ohio)","Boccieri, John A. ",Democratic , Ohio),B001263
"Boehner, John A. (Republican - Ohio)","Boehner, John A. ",Republican , Ohio),B000589
"Brown, Clarence, Jr. (Republican - Ohio)","Brown, Clarence, Jr. ",Republican , Ohio),B000910
"Brown, Sherrod (Democratic - Ohio)","Brown, Sherrod ",Democratic , Ohio),B000944
"Carney, Charles J. (Democratic - Ohio)","Carney, Charles J. ",Democratic , Ohio),C000164
"Chabot, Steve (Republican - Ohio)","Chabot, Steve ",Republican , Ohio),C000266
"Clancy, Donald D. (Republican - Ohio)","Clancy, Donald D. ",Republican , Ohio),C000409
"Cremeans, Frank A. (Republican - Ohio)","Cremeans, Frank A. ",Republican , Ohio),C000903
"Davidson, Warren (Republican - Ohio)","Davidson, Warren ",Republican , Ohio),D000626
"Devine, Samuel L. (Republican - Ohio)","Devine, Samuel L. ",Republican , Ohio),D000279
"DeWine, Mike (Republican - Ohio)","DeWine, Mike ",Republican , Ohio),D000294
"Driehaus, Steve (Democratic - Ohio)","Driehaus, Steve ",Democratic , Ohio),D000609
"Eckart, Dennis E. (Democratic - Ohio)","Eckart, Dennis E. ",Democratic , Ohio),E000031
"Feighan, Edward F. (Democratic - Ohio)","Feighan, Edward F. ",Democratic , Ohio),F000059
"Fingerhut, Eric D. (Democratic - Ohio)","Fingerhut, Eric D. ",Democratic , Ohio),F000128
"Fudge, Marcia L. (Democratic - Ohio)","Fudge, Marcia L. ",Democratic , Ohio),F000455
"Gibbs, Bob (Republican - Ohio)","Gibbs, Bob ",Republican , Ohio),G000563
"Gillmor, Paul E. (Republican - Ohio)","Gillmor, Paul E. ",Republican , Ohio),G000210
"Glenn, John H., Jr. (Democratic - Ohio)","Glenn, John H., Jr. ",Democratic , Ohio),G000236
"Gradison, Willis D., Jr. (Democratic - Ohio)","Gradison, Willis D., Jr. ",Democratic , Ohio),G000349
"Guyer, Tennyson (Republican - Ohio)","Guyer, Tennyson ",Republican , Ohio),G000537
"Hall, Tony P. (Democratic - Ohio)","Hall, Tony P. ",Democratic , Ohio),H000074
"Harsha, William H. (Republican - Ohio)","Harsha, William H. ",Republican , Ohio),H000281
"Hays, Wayne L. (Democratic - Ohio)","Hays, Wayne L. ",Democratic , Ohio),H000408
"Hobson, David L. (Republican - Ohio)","Hobson, David L. ",Republican , Ohio),H000666
"Hoke, Martin R. (Republican - Ohio)","Hoke, Martin R. ",Republican , Ohio),H000707
"Johnson, Bill (Republican - Ohio)","Johnson, Bill ",Republican , Ohio),J000292
"Jones, Stephanie Tubbs (Democratic - Ohio)","Jones, Stephanie Tubbs ",Democratic , Ohio),J000284
"Jordan, Jim (Republican - Ohio)","Jordan, Jim ",Republican , Ohio),J000289
"Joyce, David P. (Republican - Ohio)","Joyce, David P. ",Republican , Ohio),J000295
"Kaptur, Marcy (Democratic - Ohio)","Kaptur, Marcy ",Democratic , Ohio),K000009
"Kasich, John R. (Republican - Ohio)","Kasich, John R. ",Republican , Ohio),K000016
"Keating, William J. (Republican - Ohio)","Keating, William J. ",Republican , Ohio),K000037
"Kilroy, Mary Jo (Democratic - Ohio)","Kilroy, Mary Jo ",Democratic , Ohio),K000372
"Kindness, Thomas N. (Republican - Ohio)","Kindness, Thomas N. ",Republican , Ohio),K000190
"Kucinich, Dennis J. (Democratic - Ohio)","Kucinich, Dennis J. ",Democratic , Ohio),K000336
"LaTourette, Steven C. (Republican - Ohio)","LaTourette, Steven C. ",Republican , Ohio),L000553
"Latta, Delbert L. (Republican - Ohio)","Latta, Delbert L. ",Republican , Ohio),L000116
"Latta, Robert E. (Republican - Ohio)","Latta, Robert E. ",Republican , Ohio),L000566
"Luken, Charles (Democratic - Ohio)","Luken, Charles ",Democratic , Ohio),L000507
"Luken, Thomas A. (Democratic - Ohio)","Luken, Thomas A. ",Democratic , Ohio),L000508
"Lukens, Donald E. (Republican - Ohio)","Lukens, Donald E. ",Republican , Ohio),L000509
"Mann, David (Democratic - Ohio)","Mann, David ",Democratic , Ohio),M000100
"McEwen, Bob (Republican - Ohio)","McEwen, Bob ",Republican , Ohio),M000432
"Metzenbaum, Howard M. (Democratic - Ohio)","Metzenbaum, Howard M. ",Democratic , Ohio),M000678
"Miller, Clarence E. (Republican - Ohio)","Miller, Clarence E. ",Republican , Ohio),M000718
"Minshall, William E. (Republican - Ohio)","Minshall, William E. ",Republican , Ohio),M000799
"Mosher, Charles A. (Republican - Ohio)","Mosher, Charles A. ",Republican , Ohio),M001031
"Mottl, Ronald M. (Democratic - Ohio)","Mottl, Ronald M. ",Democratic , Ohio),M001044
"Ney, Robert W. (Republican - Ohio)","Ney, Robert W. ",Republican , Ohio),N000081
"Oakar, Mary Rose (Democratic - Ohio)","Oakar, Mary Rose ",Democratic , Ohio),O000001
"Oxley, Michael G. (Republican - Ohio)","Oxley, Michael G. ",Republican , Ohio),O000163
"Pease, Donald J. (Democratic - Ohio)","Pease, Donald J. ",Democratic , Ohio),P000170
"Portman, Rob (Republican - Ohio)","Portman, Rob ",Republican , Ohio),P000449
"Powell, Walter E. (Republican - Ohio)","Powell, Walter E. ",Republican , Ohio),P000485
"Pryce, Deborah (Republican - Ohio)","Pryce, Deborah ",Republican , Ohio),P000555
"Regula, Ralph (Republican - Ohio)","Regula, Ralph ",Republican , Ohio),R000141
"Renacci, James B. (Republican - Ohio)","Renacci, James B. ",Republican , Ohio),R000586
"Ryan, Tim (Democratic - Ohio)","Ryan, Tim ",Democratic , Ohio),R000577
"Sawyer, Tom (Democratic - Ohio)","Sawyer, Tom ",Democratic , Ohio),S000094
"Saxbe, William B. (Republican - Ohio)","Saxbe, William B. ",Republican , Ohio),S000096
"Schmidt, Jean (Republican - Ohio)","Schmidt, Jean ",Republican , Ohio),S001164
"Seiberling, John F. (Democratic - Ohio)","Seiberling, John F. ",Democratic , Ohio),S000230
"Shamansky, Bob (Democratic - Ohio)","Shamansky, Bob ",Democratic , Ohio),S000282
"Space, Zachary T. (Democratic - Ohio)","Space, Zachary T. ",Democratic , Ohio),S001173
"Stanton, J. William (Republican - Ohio)","Stanton, J. William ",Republican , Ohio),S000804
"Stanton, James V. (Independent - Ohio)","Stanton, James V. ",Independent , Ohio),S000803
"Stivers, Steve (Republican - Ohio)","Stivers, Steve ",Republican , Ohio),S001187
"Stokes, Louis (Democratic - Ohio)","Stokes, Louis ",Democratic , Ohio),S000948
"Strickland, Ted (Democratic - Ohio)","Strickland, Ted ",Democratic , Ohio),S001004
"Sutton, Betty (Democratic - Ohio)","Sutton, Betty ",Democratic , Ohio),S001174
"Taft, Robert, Jr. (Republican - Ohio)","Taft, Robert, Jr. ",Republican , Ohio),T000010
"Tiberi, Patrick J. (Republican - Ohio)","Tiberi, Patrick J. ",Republican , Ohio),T000462
"Traficant, James A., Jr. (Democratic - Ohio)","Traficant, James A., Jr. ",Democratic , Ohio),T000350
"Turner, Michael R. (Republican - Ohio)","Turner, Michael R. ",Republican , Ohio),T000463
"Vanik, Charles A. (Democratic - Ohio)","Vanik, Charles A. ",Democratic , Ohio),V000047
"Voinovich, George V. (Republican - Ohio)","Voinovich, George V. ",Republican , Ohio),V000126
"Weber, Ed (Republican - Ohio)","Weber, Ed ",Republican , Ohio),W000235
"Wenstrup, Brad R. (Republican - Ohio)","Wenstrup, Brad R. ",Republican , Ohio),W000815
"Whalen, Charles W., Jr. (Republican - Ohio)","Whalen, Charles W., Jr. ",Republican , Ohio),W000317
"Williams, Lyle (Republican - Ohio)","Williams, Lyle ",Republican , Ohio),W000528
"Wilson, Charles A. (Democratic - Ohio)","Wilson, Charles A. ",Democratic , Ohio),W000801
"Wylie, Chalmers P. (Republican - Ohio)","Wylie, Chalmers P. ",Republican , Ohio),W000781
"Albert, Carl (Democratic - Oklahoma)","Albert, Carl ",Democratic , Oklahoma),A000073
"Bartlett, Dewey F. (Republican - Oklahoma)","Bartlett, Dewey F. ",Republican , Oklahoma),B000200
"Bellmon, Henry L. (Republican - Oklahoma)","Bellmon, Henry L. ",Republican , Oklahoma),B000351
"Boren, Dan (Democratic - Oklahoma)","Boren, Dan ",Democratic , Oklahoma),B001254
"Boren, David L. (Democratic - Oklahoma)","Boren, David L. ",Democratic , Oklahoma),B000639
"Brewster, Bill K. (Democratic - Oklahoma)","Brewster, Bill K. ",Democratic , Oklahoma),B000817
"Bridenstine, Jim (Republican - Oklahoma)","Bridenstine, Jim ",Republican , Oklahoma),B001283
"Camp, John N. Happy (Republican - Oklahoma)","Camp, John N. Happy ",Republican , Oklahoma),C000073
"Carson, Brad (Democratic - Oklahoma)","Carson, Brad ",Democratic , Oklahoma),C001044
"Coburn, Tom (Republican - Oklahoma)","Coburn, Tom ",Republican , Oklahoma),C000560
"Cole, Tom (Republican - Oklahoma)","Cole, Tom ",Republican , Oklahoma),C001053
"Edwards, Mickey (Republican - Oklahoma)","Edwards, Mickey ",Republican , Oklahoma),E000077
"English, Glenn (Democratic - Oklahoma)","English, Glenn ",Democratic , Oklahoma),E000184
"Fallin, Mary (Republican - Oklahoma)","Fallin, Mary ",Republican , Oklahoma),F000453
"Inhofe, James M. (Republican - Oklahoma)","Inhofe, James M. ",Republican , Oklahoma),I000024
"Istook, Ernest J., Jr. (Republican - Oklahoma)","Istook, Ernest J., Jr. ",Republican , Oklahoma),I000047
"Jarman, John (Democratic - Oklahoma)","Jarman, John ",Democratic , Oklahoma),J000057
"Jones, James R. (Democratic - Oklahoma)","Jones, James R. ",Democratic , Oklahoma),J000232
"Lankford, James (Republican - Oklahoma)","Lankford, James ",Republican , Oklahoma),L000575
"Largent, Steve (Republican - Oklahoma)","Largent, Steve ",Republican , Oklahoma),L000096
"Lucas, Frank D. (Republican - Oklahoma)","Lucas, Frank D. ",Republican , Oklahoma),L000491
"McCurdy, Dave (Democratic - Oklahoma)","McCurdy, Dave ",Democratic , Oklahoma),M000398
"McSpadden, Clem Rogers (Democratic - Oklahoma)","McSpadden, Clem Rogers ",Democratic , Oklahoma),M000603
"Mullin, Markwayne (Republican - Oklahoma)","Mullin, Markwayne ",Republican , Oklahoma),M001190
"Nickles, Don (Republican - Oklahoma)","Nickles, Don ",Republican , Oklahoma),N000102
"Risenhoover, Theodore M. (Democratic - Oklahoma)","Risenhoover, Theodore M. ",Democratic , Oklahoma),R000268
